BrandId,BrandName,Brand,Name,ProductName,Bloomberg Ticker,Category2Id,Category2Name,SalesUnit,SalesValue
29519,Septwolves/七匹狼,Septwolves/七匹狼,七匹狼,Septwolves,002029 CH EQUITY,55844012,全棉休闲裤,15849,3782281.0
3222886,欧派,Oupai/欧派,欧派,Oupai,603208 CH EQUITY,55826014,特权订金整体橱柜,1260,126000.0
11161,Konka/康佳,Konka/康佳,康佳,Konka,000016 CH EQUITY,50920022,电压力锅,4,1196.0
30844,SUPOR/苏泊尔,Supor/苏泊尔,苏泊尔,supor,002032 CH EQUITY,54294899,电热水壶,182376,19334914.1
30844,SUPOR/苏泊尔,Supor/苏泊尔,苏泊尔,supor,002032 CH EQUITY,54294898,烧水壶,11284,1202525.4
111494,全聚德,全聚德,全聚德,Quanjude,002186 CH EQUITY,55086010,肉类熟食,7393,910360.9
30835,Vatti/华帝,Vatti/华帝,华帝,Vatti,002035 CH EQUITY,54296799,烟灶消套装,10758,39125166.0
30835,Vatti/华帝,Vatti/华帝,华帝,Vatti,002035 CH EQUITY,54296793,洗碗机,52,207948.0
28006,Toread/探路者,Toread/探路者,探路者,Toread,300005 CH EQUITY,54306847,户外桌椅/充气床,170,31731.0
28006,Toread/探路者,Toread/探路者,探路者,Toread,300005 CH EQUITY,54306841,睡袋,812,165932.0
44607,Harson/哈森,HARSON/哈森,哈森,Harson Trading,603958 CH EQUITY,55936002,户外休闲,815,361042.0
29504,Meters Bonwe/美特斯邦威,Meters Bonwe/美特斯邦威,美特斯邦威,Metersbonwe,002269 CH EQUITY,56594003,中长款棉衣,181,45767.0
4057780,乐町,乐町,乐町,Peacebird,603877 CH EQUITY,50029627,T恤,7678,836524.0
29519,Septwolves/七匹狼,Septwolves/七匹狼,七匹狼,Septwolves,002029 CH EQUITY,54288082,呢大衣,232,136658.0
29519,Septwolves/七匹狼,Septwolves/七匹狼,七匹狼,Septwolves,002029 CH EQUITY,54288083,POLO衫,47360,9548223.0
29519,Septwolves/七匹狼,Septwolves/七匹狼,七匹狼,Septwolves,002029 CH EQUITY,54288081,休闲短裤,693,129342.0
10520254,萃华,Cuihua/萃华,萃华,Shenyang Cuihua,002731 CH EQUITY,53898013,海水珍珠,0,0.0
107380,南极人,南极人,南极人,NanJi E-Commerce,002127 CH EQUITY,57574001,裤装,107576,9749921.700000001
92678117,VENTI/梵迪,VENTI/梵迪,梵迪,CHJ,002345 CH EQUITY,53844015,K金饰品,1120,913607.0
543140800,The Great Wall/长城,GreatWall/长城,长城,Greatwall Tech,000066 CH EQUITY,50068388,手动工具,3855,74449.41999999997
109718,PEACEBIRD/太平鸟,PEACEBIRD/太平鸟,太平鸟,Peacebird,603877 CH EQUITY,50074111,西裤,305,134532.0
119861624,HLA/海澜之家,HLA/海澜之家,海澜之家,Heilan,600398 CH EQUITY,50026245,牛仔裤,16600,3047100.0
29504,Meters Bonwe/美特斯邦威,Meters Bonwe/美特斯邦威,美特斯邦威,Metersbonwe,002269 CH EQUITY,54634004,印花卫衣,10376,1114618.7999999998
30850,Joyoung/九阳,Joyoung/九阳,九阳,Joyoung,002242 CH EQUITY,54292739,锅具/刀具/水具/餐具,1974,109837.0
31350,Donlim/东菱,Donlim/东菱,东菱,Donlim,002705 CH EQUITY,54314004,厨房家电配件,1799,44036.700000000004
30116,CARTELO/卡帝乐鳄鱼,Cartelo/卡帝乐鳄鱼,卡帝乐鳄鱼,NanJi E-Commerce,002127 CH EQUITY,54764004,纯色衬衫,238,22758.1
10858,TCL,TCL,TCL,TCL Group,000100 CH EQUITY,54300066,干电池/充电电池/套装,8,105.0
